angle x_center x_width y_center y_width 
-12.000, 4.878, 0.036, 4.629, 0.024,
-10.500, 4.878, 0.036, 4.629, 0.024,
-9.000, 4.878, 0.036, 4.629, 0.024,
-7.500, 4.878, 0.036, 4.629, 0.024,
-6.000, 4.878, 0.036, 4.629, 0.024,
-4.500, 4.878, 0.036, 4.629, 0.024,
-3.000, 4.878, 0.036, 4.629, 0.024,
-1.500, 4.878, 0.036, 4.629, 0.024,
0.000, 4.878, 0.036, 4.629, 0.024,
1.500, 4.878, 0.036, 4.629, 0.024,
3.000, 4.878, 0.036, 4.629, 0.024,
4.500, 4.878, 0.036, 4.629, 0.024,
6.000, 4.878, 0.036, 4.629, 0.024,
7.500, 4.878, 0.036, 4.629, 0.024,
9.000, 4.878, 0.036, 4.629, 0.024,
10.500, 4.878, 0.036, 4.629, 0.024,
12.000, 4.878, 0.036, 4.629, 0.024,
13.500, 4.878, 0.036, 4.629, 0.024,
15.000, 4.878, 0.036, 4.629, 0.024,
16.500, 4.878, 0.036, 4.629, 0.024,
18.000, 4.878, 0.035, 4.629, 0.025,
19.500, 4.877, 0.035, 4.630, 0.025,
21.000, 4.877, 0.034, 4.630, 0.026,
22.500, 4.877, 0.034, 4.630, 0.026,
24.000, 4.877, 0.034, 4.630, 0.026,
25.500, 4.877, 0.033, 4.630, 0.027,
27.000, 4.876, 0.033, 4.631, 0.027,
28.500, 4.876, 0.032, 4.631, 0.028,
30.000, 4.876, 0.032, 4.631, 0.028,
31.500, 4.876, 0.032, 4.631, 0.028,
33.000, 4.876, 0.033, 4.631, 0.028,
34.500, 4.877, 0.033, 4.631, 0.028,
36.000, 4.877, 0.034, 4.631, 0.028,
37.500, 4.877, 0.034, 4.631, 0.028,
39.000, 4.877, 0.034, 4.631, 0.028,
40.500, 4.877, 0.035, 4.631, 0.028,
42.000, 4.878, 0.035, 4.631, 0.028,
43.500, 4.878, 0.036, 4.631, 0.028,
45.000, 4.878, 0.036, 4.631, 0.028,
46.500, 4.878, 0.036, 4.631, 0.028,
48.000, 4.878, 0.036, 4.631, 0.028,
49.500, 4.878, 0.036, 4.631, 0.028,
51.000, 4.878, 0.036, 4.631, 0.028,
52.500, 4.878, 0.036, 4.631, 0.028,
54.000, 4.878, 0.036, 4.631, 0.028,
55.500, 4.878, 0.036, 4.631, 0.028,
57.000, 4.878, 0.036, 4.631, 0.028,
58.500, 4.878, 0.036, 4.631, 0.028,
60.000, 4.878, 0.036, 4.631, 0.028,
61.500, 4.878, 0.036, 4.631, 0.028,
63.000, 4.878, 0.035, 4.631, 0.028,
64.500, 4.879, 0.035, 4.631, 0.028,
66.000, 4.879, 0.034, 4.631, 0.028,
67.500, 4.879, 0.034, 4.631, 0.028,
69.000, 4.879, 0.034, 4.631, 0.028,
70.500, 4.879, 0.033, 4.631, 0.028,
72.000, 4.880, 0.033, 4.631, 0.028,
73.500, 4.880, 0.032, 4.631, 0.028,
75.000, 4.880, 0.032, 4.631, 0.028,
76.500, 4.880, 0.032, 4.631, 0.028,
78.000, 4.880, 0.032, 4.631, 0.028,
79.500, 4.880, 0.032, 4.631, 0.028,
81.000, 4.880, 0.032, 4.631, 0.028,
82.500, 4.880, 0.032, 4.631, 0.028,
84.000, 4.880, 0.032, 4.631, 0.028,
85.500, 4.880, 0.032, 4.631, 0.028,
87.000, 4.880, 0.032, 4.631, 0.028,
88.500, 4.880, 0.032, 4.631, 0.028,
90.000, 4.880, 0.032, 4.631, 0.028,
91.500, 4.880, 0.032, 4.631, 0.028,
93.000, 4.880, 0.033, 4.631, 0.027,
94.500, 4.881, 0.033, 4.632, 0.027,
96.000, 4.881, 0.034, 4.632, 0.026,
97.500, 4.881, 0.034, 4.632, 0.026,
99.000, 4.881, 0.034, 4.632, 0.026,
100.500, 4.881, 0.035, 4.632, 0.025,
102.000, 4.882, 0.035, 4.633, 0.025,
103.500, 4.882, 0.036, 4.633, 0.024,
105.000, 4.882, 0.036, 4.633, 0.024,
106.500, 4.882, 0.036, 4.633, 0.024,
108.000, 4.882, 0.036, 4.632, 0.024,
109.500, 4.882, 0.036, 4.632, 0.024,
111.000, 4.882, 0.036, 4.631, 0.024,
112.500, 4.882, 0.036, 4.631, 0.024,
114.000, 4.882, 0.036, 4.631, 0.024,
115.500, 4.882, 0.036, 4.630, 0.024,
117.000, 4.882, 0.036, 4.630, 0.024,
118.500, 4.882, 0.036, 4.629, 0.024,
120.000, 4.882, 0.036, 4.629, 0.024,
121.500, 4.882, 0.036, 4.629, 0.024,
123.000, 4.882, 0.035, 4.629, 0.024,
124.500, 4.883, 0.035, 4.629, 0.024,
126.000, 4.883, 0.034, 4.629, 0.024,
127.500, 4.883, 0.034, 4.629, 0.024,
129.000, 4.883, 0.034, 4.629, 0.024,
130.500, 4.883, 0.033, 4.629, 0.024,
132.000, 4.884, 0.033, 4.629, 0.024,
133.500, 4.884, 0.032, 4.629, 0.024,
135.000, 4.884, 0.032, 4.629, 0.024,
136.500, 4.884, 0.032, 4.629, 0.024,
138.000, 4.884, 0.033, 4.629, 0.025,
139.500, 4.885, 0.033, 4.630, 0.025,
141.000, 4.885, 0.034, 4.630, 0.026,
142.500, 4.885, 0.034, 4.630, 0.026,
144.000, 4.885, 0.034, 4.630, 0.026,
145.500, 4.885, 0.035, 4.630, 0.027,
147.000, 4.886, 0.035, 4.631, 0.027,
148.500, 4.886, 0.036, 4.631, 0.028,
150.000, 4.886, 0.036, 4.631, 0.028,
151.500, 4.886, 0.036, 4.631, 0.028,
153.000, 4.886, 0.036, 4.631, 0.028,
154.500, 4.886, 0.036, 4.631, 0.028,
156.000, 4.886, 0.036, 4.631, 0.028,
157.500, 4.886, 0.036, 4.631, 0.028,
159.000, 4.886, 0.036, 4.631, 0.028,
160.500, 4.886, 0.036, 4.631, 0.028,
162.000, 4.886, 0.036, 4.631, 0.028,
163.500, 4.886, 0.036, 4.631, 0.028,
165.000, 4.886, 0.036, 4.631, 0.028,
166.500, 4.886, 0.036, 4.631, 0.028,
168.000, 4.887, 0.036, 4.631, 0.028,
169.500, 4.887, 0.036, 4.631, 0.028,
171.000, 4.888, 0.036, 4.631, 0.028,
172.500, 4.888, 0.036, 4.631, 0.028,
174.000, 4.888, 0.036, 4.631, 0.028,
175.500, 4.889, 0.036, 4.631, 0.028,
177.000, 4.889, 0.036, 4.631, 0.028,
178.500, 4.890, 0.036, 4.631, 0.028,
180.000, 4.890, 0.036, 4.631, 0.028,
