angle x_center x_width y_center y_width 
-180.000, 4.890, 0.036, 4.629, 0.024,
-178.500, 4.890, 0.036, 4.629, 0.024,
-177.000, 4.890, 0.035, 4.629, 0.024,
-175.500, 4.891, 0.035, 4.629, 0.024,
-174.000, 4.891, 0.034, 4.629, 0.024,
-172.500, 4.891, 0.034, 4.629, 0.024,
-171.000, 4.891, 0.034, 4.629, 0.024,
-169.500, 4.891, 0.033, 4.629, 0.024,
-168.000, 4.892, 0.033, 4.629, 0.024,
-166.500, 4.892, 0.032, 4.629, 0.024,
-165.000, 4.892, 0.032, 4.629, 0.024,
-163.500, 4.892, 0.032, 4.629, 0.024,
-162.000, 4.892, 0.032, 4.629, 0.025,
-160.500, 4.892, 0.032, 4.630, 0.025,
-159.000, 4.892, 0.032, 4.630, 0.026,
-157.500, 4.892, 0.032, 4.630, 0.026,
-156.000, 4.892, 0.032, 4.630, 0.026,
-154.500, 4.892, 0.032, 4.630, 0.027,
-153.000, 4.892, 0.032, 4.631, 0.027,
-151.500, 4.892, 0.032, 4.631, 0.028,
-150.000, 4.892, 0.032, 4.631, 0.028,
-148.500, 4.892, 0.032, 4.631, 0.028,
-147.000, 4.892, 0.031, 4.631, 0.028,
-145.500, 4.893, 0.031, 4.631, 0.028,
-144.000, 4.893, 0.030, 4.631, 0.028,
-142.500, 4.893, 0.030, 4.631, 0.028,
-141.000, 4.893, 0.030, 4.631, 0.028,
-139.500, 4.893, 0.029, 4.631, 0.028,
-138.000, 4.894, 0.029, 4.631, 0.028,
-136.500, 4.894, 0.028, 4.631, 0.028,
-135.000, 4.894, 0.028, 4.631, 0.028,
-133.500, 4.894, 0.028, 4.631, 0.028,
-132.000, 4.894, 0.028, 4.631, 0.028,
-130.500, 4.894, 0.028, 4.631, 0.028,
-129.000, 4.894, 0.028, 4.631, 0.028,
-127.500, 4.894, 0.028, 4.631, 0.028,
-126.000, 4.894, 0.028, 4.631, 0.028,
-124.500, 4.894, 0.028, 4.631, 0.028,
-123.000, 4.894, 0.028, 4.631, 0.028,
-121.500, 4.894, 0.028, 4.631, 0.028,
-120.000, 4.894, 0.028, 4.631, 0.028,
-118.500, 4.894, 0.028, 4.631, 0.028,
-117.000, 4.894, 0.028, 4.631, 0.028,
-115.500, 4.894, 0.028, 4.631, 0.028,
-114.000, 4.894, 0.028, 4.631, 0.028,
-112.500, 4.894, 0.028, 4.631, 0.028,
-111.000, 4.894, 0.028, 4.631, 0.028,
-109.500, 4.894, 0.028, 4.631, 0.028,
-108.000, 4.894, 0.028, 4.631, 0.028,
-106.500, 4.894, 0.028, 4.631, 0.028,
-105.000, 4.894, 0.028, 4.631, 0.028,
-103.500, 4.894, 0.028, 4.631, 0.028,
-102.000, 4.894, 0.028, 4.631, 0.028,
-100.500, 4.894, 0.028, 4.631, 0.028,
-99.000, 4.894, 0.028, 4.631, 0.028,
-97.500, 4.894, 0.028, 4.631, 0.028,
-96.000, 4.894, 0.028, 4.631, 0.028,
-94.500, 4.894, 0.028, 4.631, 0.028,
-93.000, 4.894, 0.028, 4.631, 0.028,
-91.500, 4.894, 0.028, 4.631, 0.028,
-90.000, 4.894, 0.028, 4.631, 0.028,
-88.500, 4.894, 0.028, 4.631, 0.028,
-87.000, 4.894, 0.029, 4.631, 0.028,
-85.500, 4.893, 0.029, 4.631, 0.028,
-84.000, 4.893, 0.030, 4.631, 0.028,
-82.500, 4.893, 0.030, 4.631, 0.028,
-81.000, 4.893, 0.030, 4.631, 0.028,
-79.500, 4.893, 0.031, 4.631, 0.028,
-78.000, 4.892, 0.031, 4.631, 0.028,
-76.500, 4.892, 0.032, 4.631, 0.028,
-75.000, 4.892, 0.032, 4.631, 0.028,
-73.500, 4.892, 0.032, 4.631, 0.028,
-72.000, 4.892, 0.033, 4.631, 0.028,
-70.500, 4.891, 0.033, 4.631, 0.028,
-69.000, 4.891, 0.034, 4.631, 0.028,
-67.500, 4.891, 0.034, 4.631, 0.028,
-66.000, 4.891, 0.034, 4.631, 0.028,
-64.500, 4.891, 0.035, 4.631, 0.028,
-63.000, 4.890, 0.035, 4.631, 0.028,
-61.500, 4.890, 0.036, 4.631, 0.028,
-60.000, 4.890, 0.036, 4.631, 0.028,
-58.500, 4.890, 0.036, 4.631, 0.028,
-57.000, 4.889, 0.036, 4.631, 0.027,
-55.500, 4.889, 0.036, 4.630, 0.027,
-54.000, 4.888, 0.036, 4.630, 0.026,
-52.500, 4.888, 0.036, 4.630, 0.026,
-51.000, 4.888, 0.036, 4.630, 0.026,
-49.500, 4.887, 0.036, 4.630, 0.025,
-48.000, 4.887, 0.036, 4.629, 0.025,
-46.500, 4.886, 0.036, 4.629, 0.024,
-45.000, 4.886, 0.036, 4.629, 0.024,
-43.500, 4.886, 0.036, 4.629, 0.024,
-42.000, 4.885, 0.036, 4.629, 0.024,
-40.500, 4.885, 0.036, 4.629, 0.024,
-39.000, 4.884, 0.036, 4.629, 0.024,
-37.500, 4.884, 0.036, 4.629, 0.024,
-36.000, 4.884, 0.036, 4.629, 0.024,
-34.500, 4.883, 0.036, 4.629, 0.024,
-33.000, 4.883, 0.036, 4.629, 0.024,
-31.500, 4.882, 0.036, 4.629, 0.024,
-30.000, 4.882, 0.036, 4.629, 0.024,
-28.500, 4.882, 0.036, 4.629, 0.024,
-27.000, 4.881, 0.036, 4.629, 0.024,
-25.500, 4.881, 0.036, 4.629, 0.024,
-24.000, 4.880, 0.036, 4.629, 0.024,
-22.500, 4.880, 0.036, 4.629, 0.024,
-21.000, 4.880, 0.036, 4.629, 0.024,
-19.500, 4.879, 0.036, 4.629, 0.024,
-18.000, 4.879, 0.036, 4.629, 0.024,
-16.500, 4.878, 0.036, 4.629, 0.024,
-15.000, 4.878, 0.036, 4.629, 0.024,
-13.500, 4.878, 0.036, 4.629, 0.024,
