2021-06-18 12:40:52.816311
        [2.856, 1.548, 0.82, 0.14, 0.002, 0.002, 50],
        [2.854, 1.548, 0.83, 0.14, 0.002, 0.002, 50],
        [2.852, 1.548, 0.84, 0.14, 0.002, 0.002, 50],
        [2.850, 1.548, 0.848, 0.14, 0.002, 0.002, 50],
        [2.848, 1.548, 0.858, 0.14, 0.002, 0.002, 50],
        [2.845, 1.548, 0.866, 0.14, 0.002, 0.002, 50],
        [2.843, 1.548, 0.87, 0.14, 0.002, 0.002, 50],
        [2.841, 1.548, 0.87, 0.14, 0.002, 0.002, 50],
        [2.838, 1.548, 0.872, 0.14, 0.002, 0.002, 50],
        [2.836, 1.548, 0.872, 0.14, 0.002, 0.002, 50],
        [2.833, 1.548, 0.874, 0.14, 0.002, 0.002, 50],
        [2.831, 1.548, 0.868, 0.14, 0.002, 0.002, 50],
        [2.828, 1.548, 0.862, 0.14, 0.002, 0.002, 50],
        [2.825, 1.548, 0.854, 0.14, 0.002, 0.002, 50],
        [2.822, 1.548, 0.846, 0.14, 0.002, 0.002, 50],
        [2.819, 1.548, 0.838, 0.14, 0.002, 0.002, 50],
        [2.817, 1.548, 0.828, 0.14, 0.002, 0.002, 50],
        [2.815, 1.548, 0.814, 0.14, 0.002, 0.002, 50],
        [2.813, 1.548, 0.802, 0.14, 0.002, 0.002, 50],
        [2.811, 1.548, 0.788, 0.14, 0.002, 0.002, 50],
        [2.809, 1.548, 0.776, 0.14, 0.002, 0.002, 50],
        [2.807, 1.548, 0.76, 0.14, 0.002, 0.002, 50],
        [2.806, 1.548, 0.74, 0.14, 0.002, 0.002, 50],
        [2.804, 1.548, 0.722, 0.14, 0.002, 0.002, 50],
        [2.803, 1.548, 0.702, 0.14, 0.002, 0.002, 50],
        [2.801, 1.548, 0.684, 0.14, 0.002, 0.002, 50],
        [2.800, 1.548, 0.664, 0.14, 0.002, 0.002, 50],
        [2.800, 1.548, 0.64, 0.14, 0.002, 0.002, 50],
        [2.800, 1.548, 0.612, 0.14, 0.002, 0.002, 50],
        [2.799, 1.548, 0.588, 0.14, 0.002, 0.002, 50],
        [2.799, 1.548, 0.562, 0.14, 0.002, 0.002, 50],
        [2.799, 1.548, 0.538, 0.14, 0.002, 0.002, 50],
        [2.801, 1.548, 0.508, 0.14, 0.002, 0.002, 50],
        [2.803, 1.548, 0.478, 0.14, 0.002, 0.002, 50],
        [2.805, 1.548, 0.448, 0.14, 0.002, 0.002, 50],
        [2.808, 1.548, 0.418, 0.14, 0.002, 0.002, 50],
        [2.810, 1.548, 0.388, 0.14, 0.002, 0.002, 50],
